account_id,customer_id,account_type,branch_code,opening_date,current_balance,available_balance,currency,account_status,freeze_status,last_transaction_date
ACC000007463,CUST0008828,SAVINGS,BR0033,2024-09-16,116338.78,89280.13,INR,ACTIVE,N,2024-10-30
ACC000007464,CUST0002493,CURRENT,BR0028,2021-09-17,929268.16,890541.6,INR,ACTIVE,N,2025-03-05
ACC000007465,CUST0001740,CURRENT,BR0091,2016-08-16,102809.56,58208.73,INR,ACTIVE,N,2023-09-10
ACC000007466,CUST0001483,SAVINGS,BR0119,2018-09-18,54856.9,29456.25,INR,ACTIVE,N,2024-07-27
ACC000007467,CUST0003997,SAVINGS,BR0080,2021-08-20,187510.57,174146.19,INR,ACTIVE,N,2026-06-07
ACC000007468,CUST0009015,SAVINGS,BR0072,2015-01-14,148267.83,134779.94,INR,ACTIVE,N,2025-07-27
ACC000007469,CUST0007905,SAVINGS,BR0017,2024-05-07,64630.63,51648.56,INR,ACTIVE,N,2025-11-29
ACC000007470,CUST0003736,SAVINGS,BR0086,2021-05-28,153886.16,150727.53,INR,ACTIVE,N,2026-04-10
ACC000007471,CUST0005301,SALARY,BR0090,2025-12-18,80680.02,73632.58,INR,ACTIVE,N,2025-12-25
ACC000007472,CUST0002564,SAVINGS,BR0008,2024-09-16,440459.63,403716.13,INR,ACTIVE,N,2024-09-27
ACC000007473,CUST0007190,SAVINGS,BR0050,2025-09-03,98430.44,86208.97,INR,BLOCKED,Y,2025-11-30
ACC000007474,CUST0004881,SAVINGS,BR0015,2024-01-07,43571.16,41548.3,INR,ACTIVE,N,2026-07-14
ACC000007475,CUST0003636,SAVINGS,BR0066,2019-09-26,47949.81,3337.45,INR,ACTIVE,N,2025-11-22
ACC000007476,CUST0006652,SALARY,BR0074,2020-07-27,379325.56,379120.79,INR,ACTIVE,N,2024-07-21
ACC000007477,CUST0004663,SAVINGS,BR0092,2017-12-08,265357.22,231792.49,INR,ACTIVE,N,2026-01-03
ACC000007478,CUST0004046,SALARY,BR0033,2016-07-11,37534.5,17612.03,INR,ACTIVE,N,2024-03-05
ACC000007479,CUST0007372,SAVINGS,BR0116,2020-10-02,15390.48,6773.86,INR,ACTIVE,N,2024-01-30
ACC000007480,CUST0005493,CURRENT,BR0012,2018-08-21,19042.78,17070.25,INR,ACTIVE,N,2025-03-11
ACC000007481,CUST0006592,CURRENT,BR0058,2025-05-05,20757.21,13339.97,INR,ACTIVE,N,2026-01-10
ACC000007482,CUST0006083,SAVINGS,BR0101,2025-06-11,93601.55,45419.94,INR,ACTIVE,N,2025-11-06
ACC000007483,CUST0006140,SAVINGS,BR0041,2017-08-14,238074.19,235292.47,INR,ACTIVE,N,2024-03-10
ACC000007484,CUST0005095,SALARY,BR0025,2023-11-24,78649.4,78038.89,INR,ACTIVE,N,2024-06-05
ACC000007485,CUST0008470,SAVINGS,BR0018,2019-03-03,143794.65,139239.34,USD,ACTIVE,N,2023-09-28
ACC000007486,CUST0007936,SAVINGS,BR0096,2013-05-21,33566.81,22459.86,INR,ACTIVE,N,2025-07-16
ACC000007487,CUST0008681,SAVINGS,BR0005,2020-07-02,28306.64,18442.47,INR,ACTIVE,N,2026-06-18
ACC000007488,CUST0000429,SALARY,BR0071,2015-01-12,238410.87,201091.53,INR,ACTIVE,N,2024-07-21
ACC000007489,CUST0004443,SAVINGS,BR0024,2017-07-17,100045.44,80866.3,INR,ACTIVE,N,2025-02-20
ACC000007490,CUST0004957,SAVINGS,BR0107,2017-05-03,792853.9,759513.35,INR,ACTIVE,N,2023-12-08
ACC000007491,CUST0003796,SAVINGS,BR0054,2026-01-22,16489.71,9036.66,INR,ACTIVE,N,2026-03-01
ACC000007492,CUST0004402,SALARY,BR0119,2017-12-19,269885.91,228104.39,INR,ACTIVE,N,2025-09-23
ACC000007493,CUST0001591,SAVINGS,BR0057,2014-09-26,244792.08,212605.3,INR,ACTIVE,N,2024-06-25
ACC000007494,CUST0007673,FIXED_DEPOSIT,BR0060,2015-07-18,197392.41,165597.46,INR,ACTIVE,N,2025-09-05
ACC000007495,CUST0005052,SAVINGS,BR0055,2022-05-31,123856.13,90772.35,INR,ACTIVE,N,2026-01-19
ACC000007496,CUST0007833,SAVINGS,BR0100,2018-05-28,26544.75,22634.94,INR,ACTIVE,N,2023-07-09
ACC000007497,CUST0008153,SAVINGS,BR0114,2014-10-11,76354.42,31860.97,EUR,ACTIVE,N,2025-10-02
ACC000007498,CUST0009945,CURRENT,BR0115,2024-07-09,116765.32,72002.77,INR,ACTIVE,N,2024-10-18
ACC000007499,CUST0006549,CURRENT,BR0027,2019-03-15,69845.12,45754.51,INR,ACTIVE,N,2026-01-23
ACC000007500,CUST0001048,SALARY,BR0028,2022-05-21,17553.17,15248.13,INR,ACTIVE,N,2023-05-20
ACC000007501,CUST0005263,CURRENT,BR0072,2022-02-18,83578.32,43417.68,INR,ACTIVE,N,2023-01-03
ACC000007502,CUST0009122,SAVINGS,BR0010,2025-08-09,140239.59,135814.11,INR,ACTIVE,N,2026-03-11
ACC000007503,CUST0004693,SALARY,BR0039,2019-05-20,61036.96,17989.26,INR,ACTIVE,N,2025-05-03
ACC000007504,CUST0003637,SAVINGS,BR0017,2018-07-22,273109.22,227954.76,INR,ACTIVE,N,2025-06-26
ACC000007505,CUST0002220,SAVINGS,BR0068,2020-01-18,131985.13,104397.72,INR,ACTIVE,N,2023-01-25
ACC000007506,CUST0000430,SAVINGS,BR0053,2014-05-05,37803.67,13649.99,INR,ACTIVE,N,2025-02-18
ACC000007507,CUST0004500,SAVINGS,BR0082,2019-06-11,119102.36,114395.62,GBP,BLOCKED,Y,2024-03-15
ACC000007508,CUST0004450,SAVINGS,BR0110,2025-11-21,432065.61,386526.0,INR,ACTIVE,N,2026-01-24
ACC000007509,CUST0005381,SAVINGS,BR0036,2021-12-07,226629.0,184945.84,INR,DORMANT,N,2025-01-22
ACC000007510,CUST0002517,SAVINGS,BR0114,2026-06-16,56691.72,44711.08,GBP,DORMANT,N,2026-07-02
ACC000007511,CUST0000143,SAVINGS,BR0067,2022-05-11,51493.29,48557.83,INR,ACTIVE,N,2026-06-26
ACC000007512,CUST0003352,CURRENT,BR0075,2023-10-29,134766.93,131766.45,INR,BLOCKED,Y,2025-06-01
ACC000007513,CUST0004320,SAVINGS,BR0049,2013-06-16,586372.77,564126.62,INR,ACTIVE,N,2024-04-05
ACC000007514,CUST0002475,SAVINGS,BR0009,2024-05-24,77040.56,32140.82,INR,ACTIVE,N,2025-03-10
ACC000007515,CUST0007109,SAVINGS,BR0015,2015-12-13,76034.04,56958.31,INR,ACTIVE,N,2023-08-09
ACC000007516,CUST0007137,CURRENT,BR0037,2023-03-13,195517.08,148959.3,INR,ACTIVE,N,2024-03-27
ACC000007517,CUST0000308,SAVINGS,BR0066,2018-01-11,227016.81,218134.04,INR,ACTIVE,N,2024-04-20
ACC000007518,CUST0006909,CURRENT,BR0099,2016-07-17,115193.0,110126.28,INR,ACTIVE,N,2025-03-19
ACC000007519,CUST0000642,CURRENT,BR0051,2020-01-07,101002.2,53979.51,INR,ACTIVE,N,2023-01-10
ACC000007520,CUST0005623,SAVINGS,BR0079,2023-08-11,244028.21,196696.89,USD,ACTIVE,N,2026-03-23
ACC000007521,CUST0008580,SAVINGS,BR0102,2020-06-18,18461.47,4860.77,INR,ACTIVE,N,2025-03-19
ACC000007522,CUST0001513,SAVINGS,BR0027,2020-06-17,69248.61,30482.38,INR,ACTIVE,N,2023-09-23
ACC000007523,CUST0009579,SAVINGS,BR0038,2013-10-21,55413.24,10335.01,INR,ACTIVE,N,2023-12-24
ACC000007524,CUST0006989,SAVINGS,BR0076,2020-04-24,82374.9,77406.69,INR,ACTIVE,N,2024-09-12
ACC000007525,CUST0007083,SAVINGS,BR0049,2013-04-17,30445.57,6577.59,INR,ACTIVE,N,2023-10-13
ACC000007526,CUST0002378,SALARY,BR0108,2022-07-29,890151.09,886065.39,INR,ACTIVE,N,2023-07-10
ACC000007527,CUST0007246,SAVINGS,BR0120,2025-09-13,172437.34,137587.98,INR,ACTIVE,N,2026-04-04
ACC000007528,CUST0008222,SAVINGS,BR0097,2019-08-19,247164.23,245291.23,INR,ACTIVE,N,2023-11-10
ACC000007529,CUST0001225,SAVINGS,BR0103,2017-10-27,85343.16,75591.53,INR,ACTIVE,N,2024-10-18
ACC000007530,CUST0002817,FIXED_DEPOSIT,BR0101,2022-06-01,65977.81,20904.12,INR,ACTIVE,N,2026-05-17
ACC000007531,CUST0007589,SAVINGS,BR0035,2025-08-02,69550.26,42539.81,INR,BLOCKED,Y,2026-04-22
ACC000007532,CUST0005778,SAVINGS,BR0050,2024-06-16,29708.82,15580.59,INR,ACTIVE,N,2025-10-14
ACC000007533,CUST0007833,FIXED_DEPOSIT,BR0084,2014-05-25,57544.84,27723.44,INR,CLOSED,N,2024-09-16
ACC000007534,CUST0008065,SAVINGS,BR0109,2023-11-07,135943.0,109310.05,EUR,ACTIVE,N,2024-03-11
ACC000007535,CUST0009447,SAVINGS,BR0099,2025-06-20,50946.46,32904.07,INR,ACTIVE,N,2026-03-29
ACC000007536,CUST0002758,CURRENT,BR0030,2024-06-13,82086.13,76696.01,INR,ACTIVE,N,2024-11-13
ACC000007537,CUST0003377,SAVINGS,BR0023,2022-11-05,28200.78,24036.66,INR,ACTIVE,N,2024-06-27
ACC000007538,CUST0001417,SAVINGS,BR0105,2023-09-07,34655.42,5196.53,INR,ACTIVE,N,2025-09-04
ACC000007539,CUST0004391,CURRENT,BR0005,2015-01-08,200767.57,169850.3,INR,ACTIVE,N,2025-05-11
ACC000007540,CUST0002299,SAVINGS,BR0106,2021-07-03,356082.62,328056.68,INR,ACTIVE,N,2025-03-13
ACC000007541,CUST0006506,SAVINGS,BR0052,2025-09-17,156780.61,155195.72,INR,ACTIVE,N,2025-12-12
ACC000007542,CUST0002793,SAVINGS,BR0040,2013-11-11,15490.53,5327.15,INR,ACTIVE,N,2023-12-07
ACC000007543,CUST0007786,SAVINGS,BR0118,2013-09-17,26809.09,17851.3,INR,ACTIVE,N,2026-01-19
ACC000007544,CUST0001985,SAVINGS,BR0057,2017-07-15,31372.72,2282.75,INR,ACTIVE,N,2026-02-27
ACC000007545,CUST0009154,CURRENT,BR0023,2016-05-13,5305.55,2502.9,INR,ACTIVE,N,2026-03-30
ACC000007546,CUST0000208,SAVINGS,BR0049,2026-04-29,31434.45,4982.73,INR,ACTIVE,N,2026-07-18
ACC000007547,CUST0008002,CURRENT,BR0110,2022-04-21,126552.85,84360.96,INR,ACTIVE,N,2026-07-05
ACC000007548,CUST0003023,SALARY,BR0073,2026-03-28,277111.59,247287.25,INR,ACTIVE,N,2026-03-31
ACC000007549,CUST0002415,SAVINGS,BR0058,2014-03-14,26030.63,2618.0,INR,ACTIVE,N,2023-09-25
ACC000007550,CUST0002466,SAVINGS,BR0074,2021-10-22,203067.52,177386.18,INR,ACTIVE,N,2025-05-29
ACC000007551,CUST0001644,CURRENT,BR0070,2020-12-16,113229.28,95452.99,INR,ACTIVE,N,2025-06-20
ACC000007552,CUST0004951,SAVINGS,BR0021,2026-06-16,68842.72,44404.17,INR,ACTIVE,N,2026-07-12
ACC000007553,CUST0004921,SAVINGS,BR0115,2014-12-21,166247.64,136153.65,INR,ACTIVE,N,2025-08-31
ACC000007554,CUST0009692,SALARY,BR0047,2023-04-12,26018.94,14152.05,INR,ACTIVE,N,2025-09-27
ACC000007555,CUST0001378,SAVINGS,BR0038,2017-09-12,63567.41,27545.33,INR,ACTIVE,N,2023-06-17
ACC000007556,CUST0005819,SAVINGS,BR0090,2023-09-01,71586.64,47206.02,INR,ACTIVE,N,2024-09-07
ACC000007557,CUST0005035,SAVINGS,BR0068,2022-11-14,233683.99,213900.37,INR,ACTIVE,N,2025-08-24
ACC000007558,CUST0009014,SAVINGS,BR0118,2024-01-12,302420.95,268141.1,INR,ACTIVE,N,2025-05-03
ACC000007559,CUST0000939,SAVINGS,BR0010,2014-09-20,248896.01,243036.87,INR,ACTIVE,N,2024-12-26
ACC000007560,CUST0003978,CURRENT,BR0010,2020-10-19,35419.98,17027.42,INR,ACTIVE,N,2024-12-16
ACC000007561,CUST0007767,SAVINGS,BR0026,2018-09-09,73146.89,24658.52,INR,ACTIVE,Y,2023-01-19
ACC000007562,CUST0008212,SAVINGS,BR0101,2018-05-24,4614.22,4213.85,INR,ACTIVE,N,2024-08-01
ACC000007563,CUST0009529,SAVINGS,BR0088,2022-06-25,73776.94,29358.78,INR,ACTIVE,N,2026-07-03
ACC000007564,CUST0008142,SALARY,BR0028,2013-05-15,52898.05,33492.71,INR,ACTIVE,N,2025-04-25
ACC000007565,CUST0008499,SAVINGS,BR0025,2018-10-04,10969.93,5823.52,GBP,ACTIVE,N,2024-03-30
ACC000007566,CUST0007281,SALARY,BR0051,2018-07-05,19424.59,585.18,INR,ACTIVE,N,2024-01-09
ACC000007567,CUST0006110,SAVINGS,BR0067,2017-12-08,124324.22,116746.52,INR,ACTIVE,N,2026-05-03
ACC000007568,CUST0003846,SAVINGS,BR0045,2020-03-14,23791.11,13984.08,INR,ACTIVE,N,2024-07-20
ACC000007569,CUST0009642,SAVINGS,BR0042,2017-08-09,43060.5,4148.53,INR,ACTIVE,Y,2023-05-26
ACC000007570,CUST0007040,SAVINGS,BR0105,2015-10-11,6563.94,703.55,INR,ACTIVE,N,2024-10-11
ACC000007571,CUST0000989,SAVINGS,BR0054,2015-09-22,107667.99,86427.33,INR,ACTIVE,N,2023-04-08
ACC000007572,CUST0009610,SAVINGS,BR0116,2013-09-25,458685.03,433657.35,INR,ACTIVE,N,2025-01-07
ACC000007573,CUST0001623,SALARY,BR0073,2018-04-04,270391.6,248877.96,INR,ACTIVE,N,2025-09-29
ACC000007574,CUST0002832,SAVINGS,BR0080,2016-04-24,19266.86,4458.1,INR,ACTIVE,N,2024-06-18
ACC000007575,CUST0006309,SAVINGS,BR0054,2024-09-04,89302.25,61518.72,INR,ACTIVE,N,2025-03-15
ACC000007576,CUST0004993,SAVINGS,BR0029,2020-02-02,19527.12,10897.2,INR,ACTIVE,N,2026-04-08
ACC000007577,CUST0004002,SALARY,BR0052,2013-05-09,128984.14,107681.46,INR,ACTIVE,N,2023-08-01
ACC000007578,CUST0003163,SAVINGS,BR0009,2017-02-13,15362.61,5217.7,INR,ACTIVE,N,2023-12-03
ACC000007579,CUST0001152,CURRENT,BR0021,2014-01-01,128569.54,80752.8,INR,ACTIVE,N,2025-01-19
ACC000007580,CUST0003638,CURRENT,BR0002,2015-09-28,73695.75,41464.52,INR,ACTIVE,N,2026-05-26
ACC000007581,CUST0008902,SAVINGS,BR0024,2025-11-21,820102.86,774462.29,INR,ACTIVE,N,2026-06-18
ACC000007582,CUST0005535,SAVINGS,BR0085,2022-10-08,206805.31,186461.13,INR,ACTIVE,N,2024-08-02
ACC000007583,CUST0009937,SAVINGS,BR0034,2013-12-28,173726.47,137859.94,INR,ACTIVE,N,2023-02-13
ACC000007584,CUST0003987,CURRENT,BR0056,2014-08-03,53089.91,44051.71,INR,ACTIVE,N,2024-06-17
ACC000007585,CUST0003621,SALARY,BR0037,2015-01-01,199424.76,198318.55,INR,ACTIVE,N,2026-07-01
ACC000007586,CUST0004829,SAVINGS,BR0105,2019-11-22,834122.94,823573.78,INR,ACTIVE,N,2025-11-30
ACC000007587,CUST0003342,SAVINGS,BR0104,2026-02-15,18399.46,17324.13,INR,ACTIVE,N,2026-06-13
ACC000007588,CUST0009168,SAVINGS,BR0088,2022-08-14,77644.33,49816.92,INR,DORMANT,N,2024-11-07
ACC000007589,CUST0001986,SAVINGS,BR0055,2018-12-18,73401.57,37916.99,INR,ACTIVE,N,2023-08-09
ACC000007590,CUST0001061,SAVINGS,BR0005,2019-01-13,34462.38,9258.86,INR,ACTIVE,N,2026-03-02
ACC000007591,CUST0006124,SAVINGS,BR0080,2016-04-07,75852.59,72498.19,INR,ACTIVE,N,2025-10-04
ACC000007592,CUST0007298,SAVINGS,BR0011,2024-02-23,89937.08,45311.02,INR,ACTIVE,N,2026-03-31
ACC000007593,CUST0004017,SAVINGS,BR0101,2013-08-02,228294.99,209035.31,INR,ACTIVE,N,2025-10-07
ACC000007594,CUST0004420,SAVINGS,BR0108,2017-03-15,28436.15,9355.36,INR,CLOSED,N,2026-03-16
ACC000007595,CUST0007285,SAVINGS,BR0020,2015-07-11,145242.97,136442.08,INR,ACTIVE,N,2023-08-23
ACC000007596,CUST0003566,SAVINGS,BR0060,2017-08-14,51123.13,36751.29,INR,ACTIVE,N,2023-10-17
ACC000007597,CUST0000240,SAVINGS,BR0101,2024-04-25,40117.81,21518.61,INR,ACTIVE,N,2025-06-22
ACC000007598,CUST0007687,SAVINGS,BR0120,2019-10-25,130861.22,118970.69,INR,DORMANT,N,2025-02-15
ACC000007599,CUST0004917,CURRENT,BR0020,2019-08-11,62211.06,21587.72,INR,ACTIVE,N,2025-03-18
ACC000007600,CUST0003581,SAVINGS,BR0083,2019-06-04,66407.06,24738.97,INR,ACTIVE,N,2023-05-21
ACC000007601,CUST0006508,SALARY,BR0021,2014-01-14,96449.81,64912.26,INR,ACTIVE,N,2026-04-21
ACC000007602,CUST0002562,SAVINGS,BR0009,2016-02-27,69419.7,62950.57,INR,ACTIVE,N,2026-02-13
ACC000007603,CUST0006338,FIXED_DEPOSIT,BR0071,2020-05-22,49501.3,27450.95,INR,ACTIVE,N,2023-08-27
ACC000007604,CUST0005158,SAVINGS,BR0041,2019-10-24,250075.23,239001.11,INR,ACTIVE,N,2024-09-07
ACC000007605,CUST0000842,SAVINGS,BR0023,2020-05-01,15596.42,8373.28,INR,ACTIVE,N,2024-03-09
ACC000007606,CUST0004864,SALARY,BR0065,2026-04-22,191562.75,173402.87,GBP,ACTIVE,N,2026-06-09
ACC000007607,CUST0003520,SAVINGS,BR0042,2020-04-17,111193.95,80947.95,INR,ACTIVE,N,2024-11-18
ACC000007608,CUST0000673,FIXED_DEPOSIT,BR0088,2024-04-06,23422.37,15746.23,INR,ACTIVE,N,2025-04-14
ACC000007609,CUST0002887,SAVINGS,BR0116,2015-10-17,148135.5,136566.09,INR,ACTIVE,N,2025-10-15
ACC000007610,CUST0002202,FIXED_DEPOSIT,BR0113,2015-04-16,48179.18,30427.1,INR,ACTIVE,N,2023-08-12
ACC000007611,CUST0007046,SAVINGS,BR0117,2019-10-20,85194.38,71228.24,INR,ACTIVE,N,2025-05-03
ACC000007612,CUST0007852,SALARY,BR0042,2017-01-01,68321.06,47838.31,INR,ACTIVE,N,2023-09-19
ACC000007613,CUST0005306,SAVINGS,BR0007,2015-06-29,59360.35,29602.35,INR,ACTIVE,N,2023-08-02
ACC000007614,CUST0007812,FIXED_DEPOSIT,BR0114,2017-03-14,77714.38,57465.54,INR,ACTIVE,N,2023-01-08
ACC000007615,CUST0008911,SAVINGS,BR0046,2015-07-09,107523.56,82676.23,INR,ACTIVE,N,2025-09-29
ACC000007616,CUST0001048,SAVINGS,BR0017,2015-10-12,45625.35,39933.18,INR,ACTIVE,N,2024-06-18
ACC000007617,CUST0009644,SAVINGS,BR0057,2016-11-04,59330.22,10568.24,INR,ACTIVE,N,2025-06-01
ACC000007618,CUST0008753,SALARY,BR0052,2013-02-02,30908.81,25013.63,INR,ACTIVE,N,2023-11-19
ACC000007619,CUST0004924,SAVINGS,BR0018,2026-03-27,31551.1,18402.52,INR,ACTIVE,N,2026-04-26
ACC000007620,CUST0006698,SAVINGS,BR0106,2024-02-16,55432.89,5457.14,INR,ACTIVE,N,2024-09-03
ACC000007621,CUST0009738,SAVINGS,BR0083,2017-06-05,12622.66,5252.05,INR,ACTIVE,N,2025-03-07
ACC000007622,CUST0004462,SAVINGS,BR0051,2017-01-15,190079.11,158116.31,INR,ACTIVE,N,2024-02-02
ACC000007623,CUST0000677,SAVINGS,BR0066,2025-10-03,25790.05,17808.37,INR,ACTIVE,N,2026-03-03
ACC000007624,CUST0003039,FIXED_DEPOSIT,BR0007,2021-01-21,29712.38,28477.98,INR,ACTIVE,N,2024-06-11
ACC000007625,CUST0003002,FIXED_DEPOSIT,BR0018,2025-04-29,98571.39,68435.03,INR,ACTIVE,N,2025-10-12
ACC000007626,CUST0000984,SALARY,BR0041,2021-12-22,18035.61,10588.76,INR,ACTIVE,N,2025-03-08
ACC000007627,CUST0007670,SAVINGS,BR0050,2018-04-16,11085.65,3442.95,INR,ACTIVE,N,2024-09-17
ACC000007628,CUST0008308,SAVINGS,BR0023,2024-08-21,118185.74,90583.81,INR,ACTIVE,N,2026-02-04
ACC000007629,CUST0001833,CURRENT,BR0069,2015-08-16,38550.49,22990.08,INR,ACTIVE,N,2025-11-17
ACC000007630,CUST0006607,SAVINGS,BR0030,2019-09-20,49643.83,27042.46,INR,ACTIVE,N,2024-01-04
ACC000007631,CUST0001768,SAVINGS,BR0046,2020-10-07,20687.14,11381.74,INR,ACTIVE,N,2024-11-08
ACC000007632,CUST0007790,CURRENT,BR0011,2013-12-21,44719.15,41774.1,INR,ACTIVE,N,2026-07-03
ACC000007633,CUST0006910,SAVINGS,BR0036,2022-01-15,10872.07,7714.59,INR,BLOCKED,Y,2023-03-24
ACC000007634,CUST0004266,SAVINGS,BR0021,2022-01-10,289074.02,251670.77,INR,ACTIVE,N,2025-05-12
ACC000007635,CUST0000317,CURRENT,BR0018,2024-06-07,52249.33,44789.02,INR,DORMANT,N,2024-10-02
ACC000007636,CUST0008701,SAVINGS,BR0037,2021-12-12,186458.91,165744.45,INR,ACTIVE,N,2023-10-26
ACC000007637,CUST0008538,SAVINGS,BR0076,2018-04-24,72070.31,37652.19,INR,ACTIVE,N,2024-03-14
ACC000007638,CUST0008146,CURRENT,BR0073,2018-12-29,24981.42,11154.45,INR,ACTIVE,N,2026-02-12
ACC000007639,CUST0001803,CURRENT,BR0038,2017-12-11,23335.73,9292.55,INR,ACTIVE,N,2026-05-12
ACC000007640,CUST0008522,SAVINGS,BR0058,2015-10-06,128811.54,104432.78,INR,ACTIVE,N,2024-10-03
ACC000007641,CUST0001446,SAVINGS,BR0057,2019-06-19,115390.56,90645.92,INR,DORMANT,N,2024-11-03
ACC000007642,CUST0000352,SALARY,BR0014,2022-02-16,94487.61,85468.31,INR,ACTIVE,N,2023-01-05
ACC000007643,CUST0001036,SALARY,BR0109,2014-01-15,21820.75,14490.5,INR,ACTIVE,N,2023-02-17
ACC000007644,CUST0009646,SAVINGS,BR0110,2016-11-04,20687.49,15912.62,INR,ACTIVE,N,2023-08-09
ACC000007645,CUST0005600,CURRENT,BR0062,2021-01-29,47950.25,45684.7,INR,ACTIVE,N,2024-02-05
ACC000007646,CUST0000281,CURRENT,BR0099,2023-04-09,67120.49,24340.27,INR,ACTIVE,N,2024-05-13
ACC000007647,CUST0009126,SAVINGS,BR0112,2024-03-29,92319.75,49274.03,INR,ACTIVE,N,2024-06-20
ACC000007648,CUST0000193,CURRENT,BR0005,2024-05-17,19493.64,10355.6,INR,ACTIVE,N,2025-02-06
ACC000007649,CUST0000743,SAVINGS,BR0058,2022-06-10,281688.3,277879.39,INR,ACTIVE,N,2024-08-19
ACC000007650,CUST0005655,FIXED_DEPOSIT,BR0018,2024-01-15,30873.94,10419.94,INR,ACTIVE,N,2025-05-02
ACC000007651,CUST0006581,SAVINGS,BR0105,2025-10-27,134420.02,99938.14,INR,ACTIVE,N,2026-06-27
ACC000007652,CUST0008545,CURRENT,BR0075,2022-02-04,367760.71,361765.0,INR,ACTIVE,N,2026-02-21
ACC000007653,CUST0003641,SAVINGS,BR0085,2023-06-17,207264.84,167298.06,INR,ACTIVE,N,2024-07-15
ACC000007654,CUST0000959,SAVINGS,BR0062,2025-07-11,174675.36,138822.26,INR,ACTIVE,N,2025-09-14
ACC000007655,CUST0000507,SAVINGS,BR0005,2020-08-12,147250.27,114807.27,INR,ACTIVE,N,2024-10-26
ACC000007656,CUST0001856,SAVINGS,BR0028,2024-08-27,105399.61,82427.29,INR,ACTIVE,N,2025-05-06
ACC000007657,CUST0007043,FIXED_DEPOSIT,BR0022,2013-05-03,133459.03,128481.41,INR,ACTIVE,N,2023-08-11
ACC000007658,CUST0002635,SAVINGS,BR0039,2015-07-30,286532.51,240268.73,INR,ACTIVE,N,2025-09-09
ACC000007659,CUST0004287,SAVINGS,BR0060,2013-08-14,20365.57,16211.26,INR,ACTIVE,N,2023-10-04
ACC000007660,CUST0002900,SAVINGS,BR0030,2023-05-25,76301.99,30818.41,INR,ACTIVE,N,2024-04-10
ACC000007661,CUST0008700,SAVINGS,BR0038,2024-07-26,72760.06,45292.74,INR,ACTIVE,N,2026-01-12
ACC000007662,CUST0006651,SAVINGS,BR0053,2020-10-22,161133.06,138409.95,INR,ACTIVE,N,2025-07-10
ACC000007663,CUST0003361,SAVINGS,BR0052,2025-01-05,110830.66,68949.87,INR,ACTIVE,N,2025-05-15
ACC000007664,CUST0009206,SAVINGS,BR0052,2023-12-13,31925.33,608.51,INR,ACTIVE,N,2024-09-12
ACC000007665,CUST0000110,SAVINGS,BR0044,2018-08-19,30575.46,15942.15,INR,CLOSED,N,2026-07-30
ACC000007666,CUST0001936,SAVINGS,BR0099,2014-08-16,139497.15,96745.77,INR,ACTIVE,N,2025-11-10
ACC000007667,CUST0002617,SAVINGS,BR0112,2021-09-21,144543.12,122981.21,INR,ACTIVE,N,2025-06-30
ACC000007668,CUST0005378,CURRENT,BR0053,2018-07-29,61274.92,20969.02,INR,ACTIVE,N,2024-06-29
ACC000007669,CUST0000550,SAVINGS,BR0010,2021-08-13,51825.94,4181.36,INR,ACTIVE,N,2023-10-02
ACC000007670,CUST0009272,CURRENT,BR0066,2024-04-16,37515.56,21280.82,INR,ACTIVE,N,2024-08-01
ACC000007671,CUST0001652,SAVINGS,BR0089,2013-12-15,857369.03,825028.08,USD,ACTIVE,N,2024-09-12
ACC000007672,CUST0003497,SALARY,BR0044,2015-02-10,44050.59,1917.75,INR,ACTIVE,N,2023-08-26
ACC000007673,CUST0007278,CURRENT,BR0008,2019-12-25,39998.42,36898.19,INR,ACTIVE,N,2025-12-09
ACC000007674,CUST0004431,CURRENT,BR0062,2013-01-07,172788.97,172596.43,INR,ACTIVE,N,2023-04-04
ACC000007675,CUST0001999,SALARY,BR0098,2019-11-13,91845.54,75208.43,INR,ACTIVE,N,2026-03-24
ACC000007676,CUST0008783,SAVINGS,BR0074,2019-05-09,145529.78,132275.22,INR,ACTIVE,N,2023-06-14
ACC000007677,CUST0009962,SAVINGS,BR0103,2015-05-12,194626.59,145994.64,INR,ACTIVE,N,2025-08-03
ACC000007678,CUST0005687,SAVINGS,BR0080,2017-01-05,70507.13,40286.06,INR,ACTIVE,N,2024-10-05
ACC000007679,CUST0005149,SALARY,BR0060,2020-04-03,26383.17,26125.67,INR,BLOCKED,Y,2024-04-28
ACC000007680,CUST0009204,CURRENT,BR0018,2021-10-19,75925.95,70241.29,INR,ACTIVE,N,2023-10-21
ACC000007681,CUST0008880,SAVINGS,BR0041,2018-04-05,57050.25,41188.29,EUR,ACTIVE,N,2023-01-22
ACC000007682,CUST0000762,SAVINGS,BR0061,2023-02-18,599472.42,557489.64,INR,ACTIVE,N,2024-05-06
ACC000007683,CUST0003334,SAVINGS,BR0070,2015-04-01,20590.11,5848.27,INR,ACTIVE,N,2024-04-03
ACC000007684,CUST0006127,SAVINGS,BR0020,2015-09-12,51662.88,44126.65,INR,ACTIVE,N,2025-08-07
ACC000007685,CUST0008479,SAVINGS,BR0091,2018-07-11,104045.06,65743.3,INR,ACTIVE,N,2023-10-01
ACC000007686,CUST0005934,CURRENT,BR0016,2023-01-11,66532.49,45068.27,INR,ACTIVE,N,2023-01-16
ACC000007687,CUST0006726,SAVINGS,BR0063,2014-01-23,28493.93,24170.24,INR,DORMANT,N,2024-02-09
