customer_id,customer_name,customer_segment,age_group,city,state,occupation,annual_income_inr,risk_category,kyc_status,customer_since,customer_status
CUST0006121,Aarav Joshi,RETAIL,26-35,Indore,Madhya Pradesh,Salaried,1104935,HIGH,REJECTED,2018-08-30,ACTIVE
CUST0006122,Ananya Das,RETAIL,26-35,Kolkata,West Bengal,Homemaker,452538,MEDIUM,VERIFIED,2019-07-22,DORMANT
CUST0006123,Pooja Iyer,RETAIL,26-35,Chennai,Tamil Nadu,Professional,811749,MEDIUM,VERIFIED,2014-10-13,ACTIVE
CUST0006124,Meera Yadav,RETAIL,18-25,Kochi,Kerala,Business Owner,948388,MEDIUM,VERIFIED,2021-05-14,ACTIVE
CUST0006125,Karan Rao,RETAIL,46-60,Hyderabad,Telangana,Self-Employed,697087,LOW,VERIFIED,2013-06-08,ACTIVE
CUST0006126,Arjun Singh,RETAIL,26-35,Bhubaneswar,Odisha,Professional,431655,LOW,VERIFIED,2021-06-05,ACTIVE
CUST0006127,Riya Nair,SME,46-60,Hyderabad,Telangana,Self-Employed,1378823,MEDIUM,VERIFIED,2015-05-11,ACTIVE
CUST0006128,Sneha Yadav,CORPORATE,36-45,Kochi,Kerala,Student,6871828,HIGH,VERIFIED,2019-08-25,ACTIVE
CUST0006129,Isha Patel,PREMIUM,36-45,Lucknow,Uttar Pradesh,Self-Employed,1924013,LOW,PENDING,2012-04-22,ACTIVE
CUST0006130,Priya Rao,PREMIUM,26-35,Jaipur,Rajasthan,Business Owner,2215648,LOW,VERIFIED,2026-05-16,ACTIVE
CUST0006131,Karan Iyer,RETAIL,36-45,Lucknow,Uttar Pradesh,Business Owner,315315,LOW,REJECTED,2013-03-21,ACTIVE
CUST0006132,Isha Sharma,RETAIL,26-35,Bengaluru,Karnataka,Homemaker,1697824,MEDIUM,VERIFIED,2024-08-22,ACTIVE
CUST0006133,Ananya Rao,RETAIL,26-35,Indore,Madhya Pradesh,Self-Employed,1308306,MEDIUM,VERIFIED,2012-06-11,ACTIVE
CUST0006134,Krishna Mehta,PREMIUM,60+,Indore,Madhya Pradesh,Homemaker,3133658,LOW,VERIFIED,2022-12-30,DORMANT
CUST0006135,Aarav Kapoor,SME,26-35,Kolkata,West Bengal,Professional,9830083,LOW,REJECTED,2015-09-27,ACTIVE
CUST0006136,Karan Iyer,RETAIL,36-45,Bhubaneswar,Odisha,Homemaker,892571,LOW,EXPIRED,2012-12-06,ACTIVE
CUST0006137,Ananya Mehta,RETAIL,18-25,Hyderabad,Telangana,Business Owner,465165,LOW,EXPIRED,2020-06-25,ACTIVE
CUST0006138,Sai Nair,RETAIL,18-25,Jaipur,Rajasthan,Student,977489,LOW,PENDING,2013-02-10,ACTIVE
CUST0006139,Riya Iyer,RETAIL,36-45,Jaipur,Rajasthan,Student,1391483,MEDIUM,VERIFIED,2013-03-31,ACTIVE
CUST0006140,Isha Khan,RETAIL,26-35,Lucknow,Uttar Pradesh,Professional,570103,MEDIUM,VERIFIED,2024-06-03,ACTIVE
CUST0006141,Aditya Nair,PREMIUM,36-45,Chennai,Tamil Nadu,Self-Employed,2359178,MEDIUM,VERIFIED,2012-07-17,ACTIVE
CUST0006142,Isha Nair,RETAIL,26-35,Kochi,Kerala,Homemaker,299109,LOW,VERIFIED,2015-05-27,ACTIVE
CUST0006143,Priya Kapoor,RETAIL,46-60,Chennai,Tamil Nadu,Retired,1319671,LOW,VERIFIED,2015-12-12,ACTIVE
CUST0006144,Aditya Iyer,RETAIL,36-45,Kolkata,West Bengal,Business Owner,273610,LOW,VERIFIED,2026-03-26,CLOSED
CUST0006145,Rahul Nair,RETAIL,60+,Jaipur,Rajasthan,Business Owner,855741,LOW,VERIFIED,2021-11-07,ACTIVE
CUST0006146,Isha Das,RETAIL,46-60,Ahmedabad,Gujarat,Retired,1793885,MEDIUM,VERIFIED,2025-01-04,ACTIVE
CUST0006147,Vivaan Nair,RETAIL,18-25,Jaipur,Rajasthan,Homemaker,797897,LOW,VERIFIED,2019-04-10,ACTIVE
CUST0006148,Arjun Joshi,PREMIUM,18-25,Indore,Madhya Pradesh,Salaried,4265845,MEDIUM,VERIFIED,2017-06-18,ACTIVE
CUST0006149,Vivaan Gupta,RETAIL,60+,Indore,Madhya Pradesh,Retired,1202100,LOW,VERIFIED,2016-02-04,ACTIVE
CUST0006150,Priya Reddy,RETAIL,18-25,Ahmedabad,Gujarat,Salaried,1384533,MEDIUM,VERIFIED,2025-01-24,ACTIVE
CUST0006151,Aarav Kapoor,RETAIL,60+,Bengaluru,Karnataka,Business Owner,812805,LOW,VERIFIED,2025-05-20,ACTIVE
CUST0006152,Riya Rao,RETAIL,46-60,Kochi,Kerala,Student,472439,LOW,VERIFIED,2023-02-08,ACTIVE
CUST0006153,Priya Kapoor,PREMIUM,18-25,Ahmedabad,Gujarat,Professional,4365565,LOW,VERIFIED,2025-12-05,ACTIVE
CUST0006154,Vivaan Kapoor,CORPORATE,26-35,Lucknow,Uttar Pradesh,Salaried,39808359,LOW,VERIFIED,2022-05-28,ACTIVE
CUST0006155,Sneha Nair,RETAIL,60+,Bhubaneswar,Odisha,Student,948868,MEDIUM,VERIFIED,2016-09-13,ACTIVE
CUST0006156,Aanya Sharma,RETAIL,26-35,New Delhi,Delhi,Business Owner,956349,LOW,VERIFIED,2012-01-27,ACTIVE
CUST0006157,Sneha Verma,RETAIL,60+,Chennai,Tamil Nadu,Homemaker,1285072,HIGH,VERIFIED,2014-02-15,ACTIVE
CUST0006158,Aarav Sharma,RETAIL,18-25,Hyderabad,Telangana,Student,1054879,LOW,VERIFIED,2024-06-27,ACTIVE
CUST0006159,Priya Gupta,RETAIL,26-35,Mumbai,Maharashtra,Salaried,868075,MEDIUM,VERIFIED,2017-03-20,ACTIVE
CUST0006160,Neha Das,RETAIL,26-35,Chennai,Tamil Nadu,Self-Employed,1760014,LOW,VERIFIED,2019-05-23,DORMANT
CUST0006161,Rohan Reddy,SME,18-25,Kochi,Kerala,Homemaker,7858815,LOW,PENDING,2014-04-28,ACTIVE
CUST0006162,Aditya Mehta,RETAIL,26-35,Ahmedabad,Gujarat,Retired,980329,LOW,VERIFIED,2015-01-31,ACTIVE
CUST0006163,Riya Kapoor,RETAIL,46-60,Kochi,Kerala,Homemaker,818098,MEDIUM,PENDING,2016-12-03,ACTIVE
CUST0006164,Diya Rao,RETAIL,36-45,Ahmedabad,Gujarat,Retired,275243,LOW,VERIFIED,2012-08-20,DORMANT
CUST0006165,Vivaan Iyer,RETAIL,46-60,Hyderabad,Telangana,Professional,335164,HIGH,VERIFIED,2026-06-29,ACTIVE
CUST0006166,Krishna Joshi,SME,60+,Chennai,Tamil Nadu,Self-Employed,1124317,LOW,REJECTED,2020-01-16,ACTIVE
CUST0006167,Riya Kapoor,RETAIL,26-35,Bengaluru,Karnataka,Student,656074,MEDIUM,VERIFIED,2023-08-23,ACTIVE
CUST0006168,Karan Iyer,PREMIUM,18-25,Ahmedabad,Gujarat,Self-Employed,3484771,LOW,VERIFIED,2018-04-25,ACTIVE
CUST0006169,Karan Reddy,RETAIL,18-25,Chennai,Tamil Nadu,Self-Employed,353003,MEDIUM,VERIFIED,2025-06-05,ACTIVE
CUST0006170,Ishaan Kapoor,RETAIL,46-60,Lucknow,Uttar Pradesh,Homemaker,288970,MEDIUM,VERIFIED,2020-05-26,ACTIVE
CUST0006171,Aarav Yadav,RETAIL,36-45,Ahmedabad,Gujarat,Homemaker,1440847,LOW,VERIFIED,2024-04-15,DORMANT
CUST0006172,Rahul Das,RETAIL,36-45,Indore,Madhya Pradesh,Homemaker,869605,MEDIUM,VERIFIED,2020-07-16,ACTIVE
CUST0006173,Riya Yadav,RETAIL,26-35,Bengaluru,Karnataka,Homemaker,1606237,LOW,VERIFIED,2024-04-03,DORMANT
CUST0006174,Ananya Khan,RETAIL,18-25,Hyderabad,Telangana,Professional,1291656,LOW,VERIFIED,2020-06-01,ACTIVE
CUST0006175,Rohan Iyer,SME,18-25,Kochi,Kerala,Retired,6808031,LOW,VERIFIED,2022-12-11,ACTIVE
CUST0006176,Karan Nair,RETAIL,26-35,Chennai,Tamil Nadu,Homemaker,588485,MEDIUM,PENDING,2016-03-07,ACTIVE
CUST0006177,Neha Nair,SME,60+,Mumbai,Maharashtra,Retired,4904627,LOW,VERIFIED,2023-02-23,ACTIVE
CUST0006178,Arjun Kapoor,PREMIUM,36-45,Chennai,Tamil Nadu,Professional,3879116,LOW,VERIFIED,2024-08-07,ACTIVE
CUST0006179,Aditya Sharma,RETAIL,60+,Kolkata,West Bengal,Salaried,1760661,LOW,VERIFIED,2012-04-12,ACTIVE
CUST0006180,Sneha Nair,RETAIL,60+,Mumbai,Maharashtra,Student,1158289,LOW,VERIFIED,2014-03-16,ACTIVE
CUST0006181,Isha Gupta,RETAIL,36-45,Ahmedabad,Gujarat,Retired,626083,LOW,VERIFIED,2022-08-06,ACTIVE
CUST0006182,Aarav Kapoor,RETAIL,60+,Kochi,Kerala,Salaried,582267,HIGH,VERIFIED,2016-12-29,ACTIVE
CUST0006183,Aditya Yadav,RETAIL,26-35,Jaipur,Rajasthan,Business Owner,1584253,LOW,VERIFIED,2018-02-26,DORMANT
CUST0006184,Meera Nair,RETAIL,18-25,Ahmedabad,Gujarat,Self-Employed,1397664,MEDIUM,VERIFIED,2023-01-08,ACTIVE
CUST0006185,Rahul Iyer,SME,26-35,Mumbai,Maharashtra,Student,4217094,MEDIUM,EXPIRED,2022-08-16,ACTIVE
CUST0006186,Neha Singh,PREMIUM,18-25,Chennai,Tamil Nadu,Professional,4400201,MEDIUM,VERIFIED,2015-05-31,ACTIVE
CUST0006187,Diya Verma,RETAIL,18-25,Jaipur,Rajasthan,Salaried,908376,LOW,VERIFIED,2022-10-26,ACTIVE
CUST0006188,Pooja Das,RETAIL,36-45,Indore,Madhya Pradesh,Professional,1426503,LOW,VERIFIED,2019-07-10,ACTIVE
CUST0006189,Meera Verma,RETAIL,36-45,Lucknow,Uttar Pradesh,Business Owner,1729190,LOW,VERIFIED,2017-11-26,ACTIVE
CUST0006190,Rohan Sharma,CORPORATE,36-45,Kochi,Kerala,Business Owner,8443812,LOW,EXPIRED,2021-07-22,ACTIVE
CUST0006191,Arjun Iyer,PREMIUM,36-45,Mumbai,Maharashtra,Homemaker,2931522,LOW,VERIFIED,2022-12-28,ACTIVE
CUST0006192,Ananya Nair,RETAIL,60+,Bhubaneswar,Odisha,Homemaker,390130,LOW,VERIFIED,2013-10-11,ACTIVE
CUST0006193,Meera Nair,RETAIL,46-60,Hyderabad,Telangana,Retired,712716,MEDIUM,VERIFIED,2026-03-01,ACTIVE
CUST0006194,Sneha Yadav,RETAIL,36-45,Lucknow,Uttar Pradesh,Retired,1663335,LOW,VERIFIED,2014-05-28,ACTIVE
CUST0006195,Aanya Patel,RETAIL,60+,Indore,Madhya Pradesh,Self-Employed,1407390,LOW,VERIFIED,2014-10-01,ACTIVE
CUST0006196,Isha Sharma,RETAIL,26-35,Hyderabad,Telangana,Salaried,690557,MEDIUM,VERIFIED,2019-08-18,ACTIVE
CUST0006197,Priya Yadav,PREMIUM,26-35,Kolkata,West Bengal,Business Owner,4797336,MEDIUM,VERIFIED,2012-09-03,ACTIVE
CUST0006198,Diya Joshi,RETAIL,18-25,Lucknow,Uttar Pradesh,Business Owner,1745532,LOW,EXPIRED,2015-01-24,ACTIVE
CUST0006199,Priya Rao,RETAIL,36-45,Jaipur,Rajasthan,Salaried,841249,LOW,VERIFIED,2025-06-19,ACTIVE
CUST0006200,Rahul Khan,RETAIL,26-35,Kochi,Kerala,Student,827196,MEDIUM,VERIFIED,2019-04-16,ACTIVE
CUST0006201,Aditya Sharma,RETAIL,46-60,Kolkata,West Bengal,Homemaker,1491869,HIGH,VERIFIED,2025-01-23,ACTIVE
CUST0006202,Krishna Gupta,RETAIL,60+,Bhubaneswar,Odisha,Retired,1271519,MEDIUM,VERIFIED,2017-03-04,BLOCKED
CUST0006203,Pooja Verma,SME,46-60,Mumbai,Maharashtra,Professional,7823021,LOW,VERIFIED,2022-06-08,ACTIVE
CUST0006204,Riya Iyer,PREMIUM,18-25,Kochi,Kerala,Student,4427639,MEDIUM,VERIFIED,2016-09-16,ACTIVE
CUST0006205,Karan Nair,SME,36-45,Chennai,Tamil Nadu,Student,3222719,MEDIUM,VERIFIED,2020-03-16,DORMANT
CUST0006206,Sai Singh,RETAIL,36-45,Jaipur,Rajasthan,Homemaker,1234852,LOW,VERIFIED,2025-08-13,ACTIVE
CUST0006207,Isha Yadav,SME,18-25,New Delhi,Delhi,Retired,4760652,MEDIUM,VERIFIED,2019-06-17,ACTIVE
CUST0006208,Ananya Reddy,RETAIL,26-35,Mumbai,Maharashtra,Student,871320,LOW,PENDING,2024-01-26,ACTIVE
CUST0006209,Aditya Singh,PREMIUM,60+,Kochi,Kerala,Self-Employed,1531134,LOW,VERIFIED,2020-12-01,ACTIVE
CUST0006210,Rahul Iyer,RETAIL,60+,Bhubaneswar,Odisha,Homemaker,1173308,MEDIUM,VERIFIED,2015-08-03,ACTIVE
CUST0006211,Vivaan Joshi,RETAIL,26-35,Kolkata,West Bengal,Homemaker,366959,LOW,VERIFIED,2021-10-23,DORMANT
CUST0006212,Riya Singh,RETAIL,36-45,Indore,Madhya Pradesh,Salaried,1490196,LOW,VERIFIED,2020-01-04,ACTIVE
CUST0006213,Diya Das,RETAIL,60+,Jaipur,Rajasthan,Student,1587541,LOW,VERIFIED,2015-12-17,ACTIVE
CUST0006214,Aanya Das,RETAIL,60+,New Delhi,Delhi,Self-Employed,1423858,LOW,VERIFIED,2014-04-14,ACTIVE
CUST0006215,Aanya Das,PREMIUM,36-45,Bengaluru,Karnataka,Student,4251154,LOW,VERIFIED,2020-12-03,ACTIVE
CUST0006216,Aarav Yadav,RETAIL,60+,Mumbai,Maharashtra,Student,277724,MEDIUM,EXPIRED,2025-04-27,ACTIVE
CUST0006217,Isha Reddy,RETAIL,26-35,Chennai,Tamil Nadu,Salaried,274880,MEDIUM,VERIFIED,2021-02-07,ACTIVE
CUST0006218,Meera Das,RETAIL,60+,Indore,Madhya Pradesh,Professional,1574632,MEDIUM,VERIFIED,2016-10-28,ACTIVE
CUST0006219,Ishaan Patel,RETAIL,26-35,Kochi,Kerala,Salaried,901581,LOW,VERIFIED,2018-09-28,DORMANT
CUST0006220,Krishna Gupta,RETAIL,46-60,Kolkata,West Bengal,Business Owner,1582836,MEDIUM,VERIFIED,2017-03-17,ACTIVE
CUST0006221,Aarav Iyer,RETAIL,26-35,Kochi,Kerala,Student,868382,LOW,VERIFIED,2016-09-24,ACTIVE
CUST0006222,Ishaan Khan,RETAIL,18-25,Chennai,Tamil Nadu,Retired,934173,LOW,REJECTED,2023-07-30,BLOCKED
CUST0006223,Ishaan Gupta,RETAIL,36-45,Kochi,Kerala,Salaried,1186501,LOW,VERIFIED,2017-04-22,ACTIVE
CUST0006224,Krishna Sharma,PREMIUM,46-60,Ahmedabad,Gujarat,Salaried,4033945,LOW,PENDING,2021-04-26,ACTIVE
CUST0006225,Sneha Joshi,RETAIL,46-60,Kochi,Kerala,Salaried,1539076,LOW,VERIFIED,2023-01-11,ACTIVE
CUST0006226,Isha Mehta,RETAIL,26-35,New Delhi,Delhi,Retired,814411,LOW,VERIFIED,2019-04-19,ACTIVE
CUST0006227,Aarav Sharma,SME,46-60,Chennai,Tamil Nadu,Homemaker,7222508,LOW,VERIFIED,2014-06-13,CLOSED
CUST0006228,Sai Sharma,PREMIUM,46-60,Kochi,Kerala,Professional,1566389,LOW,VERIFIED,2012-10-07,ACTIVE
CUST0006229,Pooja Gupta,RETAIL,18-25,Chennai,Tamil Nadu,Salaried,500591,MEDIUM,VERIFIED,2019-08-08,ACTIVE
CUST0006230,Pooja Das,RETAIL,18-25,Jaipur,Rajasthan,Professional,758115,HIGH,EXPIRED,2022-07-28,ACTIVE
CUST0006231,Aanya Singh,RETAIL,46-60,Lucknow,Uttar Pradesh,Professional,793616,MEDIUM,VERIFIED,2020-10-14,ACTIVE
CUST0006232,Pooja Singh,RETAIL,18-25,New Delhi,Delhi,Homemaker,1016242,MEDIUM,VERIFIED,2026-06-05,ACTIVE
CUST0006233,Sai Singh,RETAIL,36-45,Ahmedabad,Gujarat,Salaried,539899,LOW,VERIFIED,2015-06-03,ACTIVE
CUST0006234,Sneha Mehta,RETAIL,36-45,Bengaluru,Karnataka,Homemaker,440658,LOW,VERIFIED,2015-11-21,DORMANT
CUST0006235,Karan Iyer,SME,46-60,Hyderabad,Telangana,Business Owner,8595760,LOW,EXPIRED,2016-03-18,ACTIVE
CUST0006236,Karan Patel,PREMIUM,26-35,Mumbai,Maharashtra,Homemaker,3584251,HIGH,VERIFIED,2019-11-26,ACTIVE
CUST0006237,Rohan Joshi,RETAIL,18-25,Kochi,Kerala,Retired,1227263,LOW,VERIFIED,2015-10-11,ACTIVE
CUST0006238,Isha Khan,RETAIL,46-60,New Delhi,Delhi,Homemaker,800248,MEDIUM,VERIFIED,2024-03-22,ACTIVE
CUST0006239,Aanya Yadav,RETAIL,26-35,Ahmedabad,Gujarat,Retired,1498129,LOW,REJECTED,2019-07-14,ACTIVE
CUST0006240,Vivaan Kapoor,RETAIL,60+,Ahmedabad,Gujarat,Salaried,999622,LOW,VERIFIED,2016-08-09,ACTIVE
CUST0006241,Meera Iyer,PREMIUM,36-45,Ahmedabad,Gujarat,Student,3943464,LOW,PENDING,2013-09-03,ACTIVE
CUST0006242,Riya Sharma,RETAIL,18-25,Jaipur,Rajasthan,Self-Employed,1523957,MEDIUM,VERIFIED,2021-12-26,ACTIVE
CUST0006243,Karan Mehta,RETAIL,46-60,Lucknow,Uttar Pradesh,Salaried,1704005,MEDIUM,VERIFIED,2026-03-09,ACTIVE
CUST0006244,Neha Patel,RETAIL,18-25,Bengaluru,Karnataka,Self-Employed,1215851,LOW,VERIFIED,2018-04-01,ACTIVE
CUST0006245,Isha Mehta,SME,46-60,Lucknow,Uttar Pradesh,Business Owner,3911610,LOW,VERIFIED,2023-03-25,ACTIVE
CUST0006246,Sai Rao,RETAIL,18-25,Kochi,Kerala,Homemaker,531410,LOW,VERIFIED,2025-01-11,ACTIVE
CUST0006247,Ishaan Das,RETAIL,36-45,Jaipur,Rajasthan,Salaried,939859,LOW,PENDING,2018-08-03,ACTIVE
CUST0006248,Sai Mehta,RETAIL,46-60,Chennai,Tamil Nadu,Homemaker,1513425,LOW,PENDING,2025-08-14,ACTIVE
CUST0006249,Krishna Rao,RETAIL,36-45,Indore,Madhya Pradesh,Retired,1198079,MEDIUM,VERIFIED,2013-08-28,ACTIVE
CUST0006250,Sai Iyer,RETAIL,46-60,Hyderabad,Telangana,Salaried,1181919,LOW,VERIFIED,2022-04-16,ACTIVE
CUST0006251,Pooja Singh,RETAIL,36-45,Bhubaneswar,Odisha,Salaried,937921,LOW,PENDING,2017-02-23,ACTIVE
CUST0006252,Ananya Patel,CORPORATE,18-25,Chennai,Tamil Nadu,Homemaker,5375632,MEDIUM,VERIFIED,2013-07-23,ACTIVE
CUST0006253,Aarav Mehta,RETAIL,26-35,Jaipur,Rajasthan,Student,1469780,MEDIUM,VERIFIED,2026-01-23,ACTIVE
CUST0006254,Karan Khan,RETAIL,36-45,New Delhi,Delhi,Salaried,963021,LOW,VERIFIED,2016-02-19,ACTIVE
CUST0006255,Aditya Patel,RETAIL,60+,Bengaluru,Karnataka,Professional,765940,LOW,REJECTED,2018-07-11,ACTIVE
CUST0006256,Aanya Sharma,PREMIUM,46-60,Indore,Madhya Pradesh,Homemaker,3897759,LOW,VERIFIED,2016-04-23,ACTIVE
CUST0006257,Krishna Mehta,SME,36-45,Bhubaneswar,Odisha,Business Owner,2809121,LOW,VERIFIED,2018-12-03,ACTIVE
CUST0006258,Arjun Reddy,SME,60+,Kolkata,West Bengal,Business Owner,3363036,LOW,VERIFIED,2014-11-03,ACTIVE
CUST0006259,Meera Joshi,PREMIUM,26-35,Mumbai,Maharashtra,Salaried,1793704,LOW,VERIFIED,2017-07-12,ACTIVE
CUST0006260,Aanya Joshi,RETAIL,36-45,Kolkata,West Bengal,Salaried,921030,LOW,VERIFIED,2016-10-10,ACTIVE
CUST0006261,Ishaan Gupta,RETAIL,36-45,Bhubaneswar,Odisha,Business Owner,503680,LOW,VERIFIED,2019-10-29,ACTIVE
CUST0006262,Riya Das,RETAIL,46-60,Chennai,Tamil Nadu,Business Owner,514350,MEDIUM,PENDING,2015-01-18,ACTIVE
CUST0006263,Vivaan Reddy,SME,60+,Kochi,Kerala,Retired,7757845,LOW,VERIFIED,2021-12-11,ACTIVE
CUST0006264,Priya Yadav,RETAIL,18-25,New Delhi,Delhi,Student,391910,LOW,VERIFIED,2014-01-06,ACTIVE
CUST0006265,Isha Patel,RETAIL,60+,Kochi,Kerala,Homemaker,294059,LOW,VERIFIED,2022-01-14,ACTIVE
CUST0006266,Rohan Sharma,RETAIL,36-45,Kolkata,West Bengal,Professional,979981,LOW,VERIFIED,2012-12-20,ACTIVE
CUST0006267,Aanya Mehta,RETAIL,60+,Ahmedabad,Gujarat,Business Owner,385005,MEDIUM,VERIFIED,2020-12-07,ACTIVE
CUST0006268,Aarav Rao,RETAIL,26-35,New Delhi,Delhi,Homemaker,624421,LOW,VERIFIED,2019-01-01,ACTIVE
CUST0006269,Rahul Nair,RETAIL,60+,Bhubaneswar,Odisha,Self-Employed,436849,LOW,VERIFIED,2020-06-04,ACTIVE
CUST0006270,Vivaan Reddy,RETAIL,36-45,Bhubaneswar,Odisha,Homemaker,1026165,LOW,VERIFIED,2017-12-16,ACTIVE
CUST0006271,Aarav Patel,PREMIUM,36-45,Indore,Madhya Pradesh,Professional,2346912,LOW,VERIFIED,2020-08-28,ACTIVE
CUST0006272,Aditya Verma,PREMIUM,36-45,Ahmedabad,Gujarat,Homemaker,2597459,LOW,PENDING,2015-03-12,ACTIVE
CUST0006273,Vivaan Reddy,RETAIL,36-45,Lucknow,Uttar Pradesh,Professional,1079832,LOW,VERIFIED,2021-11-17,ACTIVE
CUST0006274,Isha Verma,RETAIL,60+,Bengaluru,Karnataka,Student,1696070,LOW,VERIFIED,2022-07-26,ACTIVE
CUST0006275,Neha Yadav,RETAIL,36-45,Mumbai,Maharashtra,Homemaker,1532046,HIGH,VERIFIED,2022-01-12,BLOCKED
CUST0006276,Sai Nair,RETAIL,26-35,Lucknow,Uttar Pradesh,Business Owner,383160,LOW,PENDING,2013-08-06,ACTIVE
CUST0006277,Rahul Mehta,RETAIL,36-45,Kochi,Kerala,Salaried,322005,MEDIUM,REJECTED,2013-10-08,ACTIVE
CUST0006278,Ishaan Rao,RETAIL,26-35,Hyderabad,Telangana,Self-Employed,961455,LOW,VERIFIED,2022-02-26,ACTIVE
CUST0006279,Rohan Kapoor,RETAIL,46-60,Chennai,Tamil Nadu,Professional,1292816,MEDIUM,REJECTED,2016-12-15,ACTIVE
CUST0006280,Rahul Yadav,SME,46-60,Hyderabad,Telangana,Salaried,850251,LOW,VERIFIED,2021-02-19,DORMANT
CUST0006281,Rahul Sharma,RETAIL,60+,Lucknow,Uttar Pradesh,Business Owner,1712236,LOW,VERIFIED,2018-06-29,ACTIVE
CUST0006282,Aditya Das,SME,18-25,Bhubaneswar,Odisha,Homemaker,8068153,LOW,VERIFIED,2025-07-11,ACTIVE
CUST0006283,Aditya Rao,SME,46-60,Hyderabad,Telangana,Retired,8018631,MEDIUM,VERIFIED,2018-05-19,ACTIVE
CUST0006284,Vivaan Sharma,RETAIL,26-35,Hyderabad,Telangana,Retired,1511107,LOW,VERIFIED,2012-01-15,ACTIVE
CUST0006285,Vivaan Iyer,RETAIL,46-60,Kolkata,West Bengal,Professional,1069846,LOW,VERIFIED,2022-08-29,ACTIVE
CUST0006286,Meera Reddy,RETAIL,60+,Indore,Madhya Pradesh,Retired,526746,LOW,VERIFIED,2018-02-21,BLOCKED
CUST0006287,Meera Joshi,RETAIL,46-60,Indore,Madhya Pradesh,Professional,1588568,LOW,VERIFIED,2020-11-20,ACTIVE
CUST0006288,Aditya Joshi,RETAIL,46-60,Bengaluru,Karnataka,Retired,1013492,MEDIUM,VERIFIED,2017-09-22,ACTIVE
CUST0006289,Krishna Iyer,PREMIUM,60+,Lucknow,Uttar Pradesh,Self-Employed,4980516,LOW,VERIFIED,2025-09-14,ACTIVE
CUST0006290,Rahul Verma,CORPORATE,46-60,Bengaluru,Karnataka,Business Owner,31537058,MEDIUM,VERIFIED,2024-06-04,ACTIVE
CUST0006291,Ishaan Yadav,RETAIL,46-60,Jaipur,Rajasthan,Salaried,974984,LOW,VERIFIED,2026-03-18,ACTIVE
CUST0006292,Rohan Yadav,PREMIUM,60+,Kochi,Kerala,Student,4679075,LOW,VERIFIED,2016-12-08,ACTIVE
CUST0006293,Arjun Das,CORPORATE,60+,Lucknow,Uttar Pradesh,Self-Employed,8391766,LOW,VERIFIED,2025-05-01,ACTIVE
CUST0006294,Pooja Reddy,RETAIL,46-60,New Delhi,Delhi,Student,942083,HIGH,VERIFIED,2016-10-20,ACTIVE
CUST0006295,Meera Das,RETAIL,36-45,Ahmedabad,Gujarat,Retired,997982,LOW,VERIFIED,2014-04-23,ACTIVE
CUST0006296,Rohan Sharma,RETAIL,60+,Bengaluru,Karnataka,Professional,564630,HIGH,VERIFIED,2023-09-07,ACTIVE
CUST0006297,Rohan Rao,RETAIL,18-25,Bhubaneswar,Odisha,Student,855046,LOW,VERIFIED,2017-03-16,ACTIVE
CUST0006298,Aarav Yadav,RETAIL,60+,Mumbai,Maharashtra,Salaried,1079513,HIGH,VERIFIED,2015-11-28,ACTIVE
CUST0006299,Pooja Nair,RETAIL,60+,Kolkata,West Bengal,Self-Employed,770697,LOW,VERIFIED,2024-11-18,ACTIVE
CUST0006300,Arjun Mehta,RETAIL,36-45,Ahmedabad,Gujarat,Professional,1341663,LOW,VERIFIED,2015-09-07,DORMANT
CUST0006301,Aarav Yadav,RETAIL,60+,Bengaluru,Karnataka,Student,296802,LOW,VERIFIED,2015-06-24,ACTIVE
CUST0006302,Riya Das,RETAIL,60+,Kolkata,West Bengal,Professional,833393,LOW,VERIFIED,2017-06-30,ACTIVE
CUST0006303,Rohan Khan,RETAIL,46-60,Kolkata,West Bengal,Student,1681370,LOW,PENDING,2017-12-28,ACTIVE
CUST0006304,Krishna Reddy,RETAIL,36-45,New Delhi,Delhi,Homemaker,270165,HIGH,PENDING,2016-11-20,ACTIVE
CUST0006305,Aditya Rao,CORPORATE,60+,Bhubaneswar,Odisha,Salaried,22400579,LOW,VERIFIED,2012-02-27,ACTIVE
CUST0006306,Aanya Reddy,PREMIUM,26-35,Lucknow,Uttar Pradesh,Salaried,4222991,LOW,EXPIRED,2012-10-07,ACTIVE
CUST0006307,Meera Reddy,RETAIL,60+,Bhubaneswar,Odisha,Retired,1018258,MEDIUM,VERIFIED,2025-11-12,ACTIVE
CUST0006308,Meera Patel,SME,26-35,Bhubaneswar,Odisha,Student,6928116,LOW,VERIFIED,2014-10-07,DORMANT
CUST0006309,Karan Rao,RETAIL,60+,Kolkata,West Bengal,Professional,992851,LOW,VERIFIED,2013-01-08,ACTIVE
CUST0006310,Rahul Nair,RETAIL,46-60,Jaipur,Rajasthan,Homemaker,1000720,LOW,VERIFIED,2019-05-01,ACTIVE
CUST0006311,Meera Patel,RETAIL,36-45,New Delhi,Delhi,Business Owner,1189349,MEDIUM,VERIFIED,2019-09-27,ACTIVE
CUST0006312,Vivaan Gupta,RETAIL,18-25,Kochi,Kerala,Homemaker,1162319,LOW,VERIFIED,2022-10-04,ACTIVE
CUST0006313,Isha Singh,SME,36-45,Chennai,Tamil Nadu,Retired,6612468,LOW,VERIFIED,2015-03-27,ACTIVE
